0.00.251.880 I llama_model_loader: - kv  28:                qwen35.nextn_predict_layers u32              = 1
0.00.605.102 I load_tensors:        CUDA0 model buffer size =     0.00 MiB
0.00.605.106 I load_tensors:    CUDA_Host model buffer size =     0.00 MiB
0.00.610.381 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.00.610.886 I llama_kv_cache:      CUDA0 KV buffer size =     0.00 MiB
0.00.613.013 I llama_memory_recurrent:      CUDA0 RS buffer size =   598.50 MiB
0.00.630.907 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.00.630.910 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.00.631.546 I common_memory_breakdown_print: | memory breakdown [MiB]  | total    free     self   model   context   compute    unaccounted |
0.00.631.549 I common_memory_breakdown_print: |   - CUDA0 (RTX 5060 Ti) | 15849 = 15099 + (14931 = 13061 +    1686 +     184) +      -14181 |
0.00.631.551 I common_memory_breakdown_print: |   - Host                |                    547 =   520 +       0 +      26                |
0.00.724.514 I llama_model_loader: - kv  28:                qwen35.nextn_predict_layers u32              = 1
0.01.068.339 I load_tensors:        CUDA0 model buffer size =     0.00 MiB
0.01.068.341 I load_tensors:    CUDA_Host model buffer size =     0.00 MiB
0.01.072.221 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.01.072.483 I llama_kv_cache:      CUDA0 KV buffer size =     0.00 MiB
0.01.083.246 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.01.083.249 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.01.083.449 I common_memory_breakdown_print: | memory breakdown [MiB]  | total    free     self   model   context   compute    unaccounted |
0.01.083.451 I common_memory_breakdown_print: |   - CUDA0 (RTX 5060 Ti) | 15849 = 15699 + (13313 = 13061 +      68 +     184) +      -13163 |
0.01.083.453 I common_memory_breakdown_print: |   - Host                |                    547 =   520 +       0 +      26                |
0.01.131.110 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.01.168.825 I llama_model_loader: - kv  28:                qwen35.nextn_predict_layers u32              = 1
0.02.045.248 I load_tensors:   CPU_Mapped model buffer size =   521.00 MiB
0.02.045.249 I load_tensors:        CUDA0 model buffer size = 13061.10 MiB
0.04.219.139 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.04.219.662 I llama_kv_cache:      CUDA0 KV buffer size =  1088.00 MiB
0.04.224.144 I llama_memory_recurrent:      CUDA0 RS buffer size =   598.50 MiB
0.04.265.136 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.04.265.141 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.04.349.761 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.04.350.984 I llama_kv_cache:      CUDA0 KV buffer size =    68.00 MiB
0.04.378.598 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.04.378.602 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.04.447.152 I spec common_specu: adding speculative implementation 'draft-mtp'
0.04.447.158 I spec common_specu: - n_max=3, n_min=0, p_min=0.00, n_embd=5120, backend_sampling=1
0.04.447.161 I spec common_specu: - gpu_layers=0, cache_k=q8_0, cache_v=q8_0, ctx_tgt=yes, ctx_dft=yes, devices=[default]
0.04.475.586 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.04.475.590 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.04.491.469 I srv  llama_server: model loaded
3.03.110.217 D spec common_specu: called impl draft-mtp, hist size = 39, call_count = 1, gen = 3
8.00.294.812 D spec common_specu: called impl draft-mtp, hist size = 21021, call_count = 953, gen = 3
8.00.361.147 D spec common_specu: called impl draft-mtp, hist size = 21025, call_count = 954, gen = 3
8.00.428.344 D spec common_specu: called impl draft-mtp, hist size = 21029, call_count = 955, gen = 3
8.00.495.784 D spec common_specu: called impl draft-mtp, hist size = 21033, call_count = 956, gen = 3
8.00.562.602 D spec common_specu: called impl draft-mtp, hist size = 21037, call_count = 957, gen = 3
8.00.629.990 D spec common_specu: called impl draft-mtp, hist size = 21041, call_count = 958, gen = 3
8.00.697.576 D spec common_specu: called impl draft-mtp, hist size = 21045, call_count = 959, gen = 3
8.00.763.923 D spec common_specu: called impl draft-mtp, hist size = 21049, call_count = 960, gen = 3
8.00.819.371 I slot print_timing: id  0 | task 49 | n_gen =   3555, tg =  58.77 t/s, tg_3s =  59.54 t/s
8.00.830.405 D spec common_specu: called impl draft-mtp, hist size = 21053, call_count = 961, gen = 3
8.00.896.767 D spec common_specu: called impl draft-mtp, hist size = 21057, call_count = 962, gen = 3
8.00.963.598 D spec common_specu: called impl draft-mtp, hist size = 21061, call_count = 963, gen = 3
8.01.030.192 D spec common_specu: called impl draft-mtp, hist size = 21065, call_count = 964, gen = 3
8.01.096.807 D spec common_specu: called impl draft-mtp, hist size = 21069, call_count = 965, gen = 3
8.01.163.393 D spec common_specu: called impl draft-mtp, hist size = 21073, call_count = 966, gen = 3
8.01.230.413 D spec common_specu: called impl draft-mtp, hist size = 21077, call_count = 967, gen = 3
8.01.296.945 D spec common_specu: called impl draft-mtp, hist size = 21081, call_count = 968, gen = 3
8.01.363.342 D spec common_specu: called impl draft-mtp, hist size = 21085, call_count = 969, gen = 3
8.01.429.830 D spec common_specu: called impl draft-mtp, hist size = 21089, call_count = 970, gen = 3
8.01.496.203 D spec common_specu: called impl draft-mtp, hist size = 21093, call_count = 971, gen = 3
8.01.563.397 D spec common_specu: called impl draft-mtp, hist size = 21097, call_count = 972, gen = 3
8.01.629.909 D spec common_specu: called impl draft-mtp, hist size = 21101, call_count = 973, gen = 3
8.01.696.145 D spec common_specu: called impl draft-mtp, hist size = 21105, call_count = 974, gen = 3
8.01.762.841 D spec common_specu: called impl draft-mtp, hist size = 21109, call_count = 975, gen = 3
8.01.829.388 D spec common_specu: called impl draft-mtp, hist size = 21113, call_count = 976, gen = 3
8.01.895.685 D spec common_specu: called impl draft-mtp, hist size = 21117, call_count = 977, gen = 3
8.01.962.855 D spec common_specu: called impl draft-mtp, hist size = 21121, call_count = 978, gen = 3
8.02.029.471 D spec common_specu: called impl draft-mtp, hist size = 21125, call_count = 979, gen = 3
8.02.095.792 D spec common_specu: called impl draft-mtp, hist size = 21129, call_count = 980, gen = 3
8.02.162.601 D spec common_specu: called impl draft-mtp, hist size = 21133, call_count = 981, gen = 3
8.02.230.053 D spec common_specu: called impl draft-mtp, hist size = 21137, call_count = 982, gen = 3
8.02.296.311 D spec common_specu: called impl draft-mtp, hist size = 21141, call_count = 983, gen = 3
8.02.362.902 D spec common_specu: called impl draft-mtp, hist size = 21145, call_count = 984, gen = 3
8.02.429.423 D spec common_specu: called impl draft-mtp, hist size = 21149, call_count = 985, gen = 3
8.02.495.819 D spec common_specu: called impl draft-mtp, hist size = 21153, call_count = 986, gen = 3
8.02.562.915 D spec common_specu: called impl draft-mtp, hist size = 21157, call_count = 987, gen = 3
8.02.629.916 D spec common_specu: called impl draft-mtp, hist size = 21161, call_count = 988, gen = 3
8.02.696.527 D spec common_specu: called impl draft-mtp, hist size = 21165, call_count = 989, gen = 3
8.02.763.508 D spec common_specu: called impl draft-mtp, hist size = 21169, call_count = 990, gen = 3
8.02.829.828 D spec common_specu: called impl draft-mtp, hist size = 21173, call_count = 991, gen = 3
8.02.896.335 D spec common_specu: called impl draft-mtp, hist size = 21177, call_count = 992, gen = 3
8.02.962.981 D spec common_specu: called impl draft-mtp, hist size = 21181, call_count = 993, gen = 3
8.03.029.257 D spec common_specu: called impl draft-mtp, hist size = 21185, call_count = 994, gen = 3
8.03.095.822 D spec common_specu: called impl draft-mtp, hist size = 21189, call_count = 995, gen = 3
8.03.162.487 D spec common_specu: called impl draft-mtp, hist size = 21193, call_count = 996, gen = 3
8.03.229.404 D spec common_specu: called impl draft-mtp, hist size = 21197, call_count = 997, gen = 3
8.03.296.256 D spec common_specu: called impl draft-mtp, hist size = 21201, call_count = 998, gen = 3
8.03.362.739 D spec common_specu: called impl draft-mtp, hist size = 21205, call_count = 999, gen = 3
8.03.429.336 D spec common_specu: called impl draft-mtp, hist size = 21209, call_count = 1000, gen = 3
8.03.495.848 D spec common_specu: called impl draft-mtp, hist size = 21213, call_count = 1001, gen = 3
8.03.562.409 D spec common_specu: called impl draft-mtp, hist size = 21217, call_count = 1002, gen = 3
8.03.629.247 D spec common_specu: called impl draft-mtp, hist size = 21221, call_count = 1003, gen = 3
8.03.695.878 D spec common_specu: called impl draft-mtp, hist size = 21225, call_count = 1004, gen = 3
8.03.762.824 D spec common_specu: called impl draft-mtp, hist size = 21229, call_count = 1005, gen = 3
8.03.829.292 D spec common_specu: called impl draft-mtp, hist size = 21233, call_count = 1006, gen = 3
8.03.886.006 I slot print_timing: id  0 | task 49 | n_gen =   3739, tg =  58.83 t/s, tg_3s =  60.00 t/s
8.03.897.545 D spec common_specu: called impl draft-mtp, hist size = 21237, call_count = 1007, gen = 3
8.03.964.270 D spec common_specu: called impl draft-mtp, hist size = 21241, call_count = 1008, gen = 3
8.04.030.941 D spec common_specu: called impl draft-mtp, hist size = 21245, call_count = 1009, gen = 3
8.04.100.755 D spec common_specu: called impl draft-mtp, hist size = 21249, call_count = 1010, gen = 3
8.04.173.408 D spec common_specu: called impl draft-mtp, hist size = 21253, call_count = 1011, gen = 3
8.04.241.178 D spec common_specu: called impl draft-mtp, hist size = 21257, call_count = 1012, gen = 3
8.04.308.543 D spec common_specu: called impl draft-mtp, hist size = 21261, call_count = 1013, gen = 3
8.04.376.278 D spec common_specu: called impl draft-mtp, hist size = 21265, call_count = 1014, gen = 3
8.04.444.255 D spec common_specu: called impl draft-mtp, hist size = 21269, call_count = 1015, gen = 3
8.04.510.991 D spec common_specu: called impl draft-mtp, hist size = 21273, call_count = 1016, gen = 3
8.04.578.975 D spec common_specu: called impl draft-mtp, hist size = 21277, call_count = 1017, gen = 3
8.04.645.645 D spec common_specu: called impl draft-mtp, hist size = 21281, call_count = 1018, gen = 3
8.04.712.250 D spec common_specu: called impl draft-mtp, hist size = 21285, call_count = 1019, gen = 3
8.04.778.784 D spec common_specu: called impl draft-mtp, hist size = 21289, call_count = 1020, gen = 3
8.04.845.745 D spec common_specu: called impl draft-mtp, hist size = 21293, call_count = 1021, gen = 3
8.04.913.086 D spec common_specu: called impl draft-mtp, hist size = 21297, call_count = 1022, gen = 3
8.04.979.787 D spec common_specu: called impl draft-mtp, hist size = 21301, call_count = 1023, gen = 3
8.05.046.756 D spec common_specu: called impl draft-mtp, hist size = 21305, call_count = 1024, gen = 3
8.05.113.635 D spec common_specu: called impl draft-mtp, hist size = 21309, call_count = 1025, gen = 3
8.05.180.244 D spec common_specu: called impl draft-mtp, hist size = 21313, call_count = 1026, gen = 3
8.05.246.972 D spec common_specu: called impl draft-mtp, hist size = 21317, call_count = 1027, gen = 3
8.05.314.454 D spec common_specu: called impl draft-mtp, hist size = 21321, call_count = 1028, gen = 3
8.05.383.697 D spec common_specu: called impl draft-mtp, hist size = 21325, call_count = 1029, gen = 3
8.05.450.992 D spec common_specu: called impl draft-mtp, hist size = 21329, call_count = 1030, gen = 3
8.05.518.421 D spec common_specu: called impl draft-mtp, hist size = 21333, call_count = 1031, gen = 3
8.05.585.422 D spec common_specu: called impl draft-mtp, hist size = 21337, call_count = 1032, gen = 3
8.05.652.359 D spec common_specu: called impl draft-mtp, hist size = 21341, call_count = 1033, gen = 3
8.05.719.218 D spec common_specu: called impl draft-mtp, hist size = 21345, call_count = 1034, gen = 3
8.05.786.894 D spec common_specu: called impl draft-mtp, hist size = 21349, call_count = 1035, gen = 3
8.05.853.880 D spec common_specu: called impl draft-mtp, hist size = 21353, call_count = 1036, gen = 3
8.05.920.713 D spec common_specu: called impl draft-mtp, hist size = 21357, call_count = 1037, gen = 3
8.05.989.620 D spec common_specu: called impl draft-mtp, hist size = 21361, call_count = 1038, gen = 3
8.06.057.234 D spec common_specu: called impl draft-mtp, hist size = 21365, call_count = 1039, gen = 3
8.06.124.551 D spec common_specu: called impl draft-mtp, hist size = 21369, call_count = 1040, gen = 3
8.06.191.806 D spec common_specu: called impl draft-mtp, hist size = 21373, call_count = 1041, gen = 3
8.06.259.712 D spec common_specu: called impl draft-mtp, hist size = 21377, call_count = 1042, gen = 3
8.06.326.483 D spec common_specu: called impl draft-mtp, hist size = 21381, call_count = 1043, gen = 3
8.06.393.593 D spec common_specu: called impl draft-mtp, hist size = 21385, call_count = 1044, gen = 3
8.06.460.987 D spec common_specu: called impl draft-mtp, hist size = 21389, call_count = 1045, gen = 3
8.06.528.194 D spec common_specu: called impl draft-mtp, hist size = 21393, call_count = 1046, gen = 3
8.06.595.341 D spec common_specu: called impl draft-mtp, hist size = 21397, call_count = 1047, gen = 3
8.06.663.841 D spec common_specu: called impl draft-mtp, hist size = 21401, call_count = 1048, gen = 3
8.06.731.162 D spec common_specu: called impl draft-mtp, hist size = 21405, call_count = 1049, gen = 3
8.06.798.270 D spec common_specu: called impl draft-mtp, hist size = 21409, call_count = 1050, gen = 3
8.06.866.878 D spec common_specu: called impl draft-mtp, hist size = 21413, call_count = 1051, gen = 3
8.06.922.874 I slot print_timing: id  0 | task 49 | n_gen =   3919, tg =  58.85 t/s, tg_3s =  59.27 t/s
8.06.934.379 D spec common_specu: called impl draft-mtp, hist size = 21417, call_count = 1052, gen = 3
8.07.002.394 D spec common_specu: called impl draft-mtp, hist size = 21421, call_count = 1053, gen = 3
8.07.069.786 D spec common_specu: called impl draft-mtp, hist size = 21425, call_count = 1054, gen = 3
8.07.137.497 D spec common_specu: called impl draft-mtp, hist size = 21429, call_count = 1055, gen = 3
8.07.204.815 D spec common_specu: called impl draft-mtp, hist size = 21433, call_count = 1056, gen = 3
8.07.274.614 D spec common_specu: called impl draft-mtp, hist size = 21437, call_count = 1057, gen = 3
8.07.342.293 D spec common_specu: called impl draft-mtp, hist size = 21441, call_count = 1058, gen = 3
8.07.409.303 D spec common_specu: called impl draft-mtp, hist size = 21444, call_count = 1059, gen = 3
8.07.476.099 D spec common_specu: called impl draft-mtp, hist size = 21448, call_count = 1060, gen = 3
8.07.543.643 D spec common_specu: called impl draft-mtp, hist size = 21452, call_count = 1061, gen = 3
8.07.610.781 D spec common_specu: called impl draft-mtp, hist size = 21456, call_count = 1062, gen = 3
8.07.677.743 D spec common_specu: called impl draft-mtp, hist size = 21460, call_count = 1063, gen = 3
8.07.745.151 D spec common_specu: called impl draft-mtp, hist size = 21464, call_count = 1064, gen = 3
8.07.812.279 D spec common_specu: called impl draft-mtp, hist size = 21468, call_count = 1065, gen = 3
8.07.879.018 D spec common_specu: called impl draft-mtp, hist size = 21472, call_count = 1066, gen = 3
8.07.946.604 D spec common_specu: called impl draft-mtp, hist size = 21476, call_count = 1067, gen = 3
8.08.013.570 D spec common_specu: called impl draft-mtp, hist size = 21480, call_count = 1068, gen = 3
8.08.080.851 D spec common_specu: called impl draft-mtp, hist size = 21484, call_count = 1069, gen = 3
8.08.148.686 D spec common_specu: called impl draft-mtp, hist size = 21488, call_count = 1070, gen = 3
8.08.215.642 D spec common_specu: called impl draft-mtp, hist size = 21492, call_count = 1071, gen = 3
8.08.282.617 D spec common_specu: called impl draft-mtp, hist size = 21496, call_count = 1072, gen = 3
8.08.349.335 D spec common_specu: called impl draft-mtp, hist size = 21500, call_count = 1073, gen = 3
8.08.417.465 D spec common_specu: called impl draft-mtp, hist size = 21504, call_count = 1074, gen = 3
8.08.486.406 D spec common_specu: called impl draft-mtp, hist size = 21508, call_count = 1075, gen = 3
8.08.559.515 D spec common_specu: called impl draft-mtp, hist size = 21512, call_count = 1076, gen = 3
8.08.628.571 D spec common_specu: called impl draft-mtp, hist size = 21516, call_count = 1077, gen = 3
8.08.695.636 D spec common_specu: called impl draft-mtp, hist size = 21520, call_count = 1078, gen = 3
8.08.762.931 D spec common_specu: called impl draft-mtp, hist size = 21524, call_count = 1079, gen = 3
8.08.830.706 D spec common_specu: called impl draft-mtp, hist size = 21528, call_count = 1080, gen = 3
8.08.899.188 D spec common_specu: called impl draft-mtp, hist size = 21532, call_count = 1081, gen = 3
8.08.966.381 D spec common_specu: called impl draft-mtp, hist size = 21536, call_count = 1082, gen = 3
8.09.033.641 D spec common_specu: called impl draft-mtp, hist size = 21540, call_count = 1083, gen = 3
8.09.101.571 D spec common_specu: called impl draft-mtp, hist size = 21544, call_count = 1084, gen = 3
8.09.168.667 D spec common_specu: called impl draft-mtp, hist size = 21548, call_count = 1085, gen = 3
8.09.236.167 D spec common_specu: called impl draft-mtp, hist size = 21552, call_count = 1086, gen = 3
8.09.303.622 D spec common_specu: called impl draft-mtp, hist size = 21556, call_count = 1087, gen = 3
8.09.371.154 D spec common_specu: called impl draft-mtp, hist size = 21560, call_count = 1088, gen = 3
8.09.438.232 D spec common_specu: called impl draft-mtp, hist size = 21564, call_count = 1089, gen = 3
8.09.506.100 D spec common_specu: called impl draft-mtp, hist size = 21568, call_count = 1090, gen = 3
8.09.574.322 D spec common_specu: called impl draft-mtp, hist size = 21572, call_count = 1091, gen = 3
8.09.642.493 D spec common_specu: called impl draft-mtp, hist size = 21575, call_count = 1092, gen = 3
8.09.709.775 D spec common_specu: called impl draft-mtp, hist size = 21579, call_count = 1093, gen = 3
8.09.778.619 D spec common_specu: called impl draft-mtp, hist size = 21583, call_count = 1094, gen = 3
8.09.846.580 D spec common_specu: called impl draft-mtp, hist size = 21587, call_count = 1095, gen = 3
8.09.913.807 D spec common_specu: truncating draft to 2 tokens
8.09.913.809 D spec common_specu: called impl draft-mtp, hist size = 21591, call_count = 1096, gen = 2
8.09.967.901 I slot print_timing: id  0 | task 49 | prompt eval time =   20323.09 ms / 17499 tokens (    1.16 ms per token,   861.04 tokens per second)
8.09.967.904 I slot print_timing: id  0 | task 49 |        eval time =   69623.75 ms /  4096 tokens (   17.00 ms per token,    58.82 tokens per second)
8.09.967.905 I slot print_timing: id  0 | task 49 |       total time =   89946.84 ms / 21595 tokens
8.09.967.906 I slot print_timing: id  0 | task 49 |    graphs reused =       1078
8.09.967.910 I slot print_timing: id  0 | task 49 | draft acceptance = 0.96697 ( 3045 accepted /  3149 generated), mean len =  3.90
8.09.967.912 I slot print_timing: id  0 | task 49 |      acc per pos = (0.984, 0.967, 0.950)
8.09.967.926 I spec common_specu: statistics        draft-mtp: #calls(b,g,a) =    2   1096   1096, #gen drafts =   1096, #acc drafts =  1076, #gen tokens =   3287, #acc tokens =  3153, #mean acc len = 3.88, #acc rate/pos = (0.982, 0.958, 0.937), dur(b,g,a) = 0.008, 12155.424, 4.087 ms
